Document,Topic,Topic_Label,Probability
"Some people say that they have become more and more conscious about the fact that interaction with other people is a masquerade, role playing. Some have gotten the inclination to throw off their mask or role. Is this something that you recognize?",90,Roles,0.2260255869137076
"The transcendent Eva said that she was good at playing “the discreet charm of the bourgeoisie,” but that she had now changed behavior. She claimed explicitly that it is a question of maturation. Another 60-year- old woman said:",159,Play,1.0
"I don’t think that older people need to wear masks. It’s just so clear that everyone is allowed to be himself. I don’t have anyone to answer to, it doesn’t matter if they think I’m strange   I think that’s a great relief,",107,Masks,1.0
you know.,15,Conclusions,0.3113650479721537
"Many respondents mentioned that the new capacity to “be oneself” is related to an increased self-confidence. Earlier, there was the tendency to fear not being accepted and to hide behind the kind of role offered by, for example, work or motherhood. “It feels like I don’t need to take on any role because I’m confident in myself,” said a 69-year-old woman. Some people who tell about the increasing inclination to “be oneself”",59,Oneself,0.4944585255634866
"still stress the necessity of playing roles in various situations. “Out in society, of course, we play our roles and wear our masks,” said the transcen- dent Eva. Several respondents had similar thoughts. Roles are necessary for life to function, and can be played easily even when they are not “genuine.” Those respondents had discovered and accepted the difference",90,Roles,1.0
"between the self and necessary roles. As we can see, these reports poorly match the idea of Biggs (2003, 2004), who suggests that more and more of a masquerade accompanies aging. Now, it may well be that the masquer- ade is a sign of not developing in a gerotranscendental way, of being hampered in development, since our respondents, who might be regarded as examples of those who have developed in a gerotranscendental way, reject the masquerade.",-1,Noise / Outlier,0.0
Emancipated Innocence,69,Emancipated,1.0
A frequent theme in many of the open theme reports was an almost roguish delight in breaking away from the role expectations or social conventions that were earlier seen as compelling. A 68-year-old woman related:,35,Music,0.0311447877746253
Now I don’t care a bit about what people think	I dare to go out,158,Dare,1.0
"biking or walking in [X-town] wearing torn stockings, I couldn’t do that before	Sometimes I think, but I really can’t do this, you know",127,Stockings,1.0
